Date,pos,neg,neutral,compound,pos',neg',neutral',compound'
2010/10/26,0.07624,0.20456,0.71916,-0.27458,0.0328,0.05492,-0.0878,-0.02728
2010/10/27,0.07344,0.15708,0.76948,-0.13924,-0.0028,-0.04748,0.05032,0.13534
2010/10/28,0.05,0.2306,0.7194,-0.344852,-0.02344,0.07352,-0.05008,-0.205612
2010/10/29,0.03616,0.16152,0.80232,-0.238992,-0.01384,-0.06908,0.08292,0.10586
2010/11/1,0.06908,0.21176,0.71912,-0.204572,0.03292,0.05024,-0.0832,0.03442
2010/11/2,0.09756,0.15136,0.75108,-0.156488,0.02848,-0.0604,0.03196,0.048084
2010/11/3,0.04088,0.10192,0.85716,-0.175048,-0.05668,-0.04944,0.10608,-0.01856
2010/11/4,0.03132,0.188,0.78072,-0.37502,-0.00956,0.08608,-0.07644,-0.199972
2010/11/5,0.0538,0.14668,0.79956,-0.209228,0.02248,-0.04132,0.01884,0.165792
2010/11/8,0.04724,0.17472,0.77804,-0.241816,-0.00656,0.02804,-0.02152,-0.032588
2010/11/9,0.06816,0.17344,0.75844,-0.239296,0.02092,-0.00128,-0.0196,0.00252
2010/11/10,0.07984,0.15988,0.76032,-0.239864,0.01168,-0.01356,0.00188,-0.000568
2010/11/11,0.06096,0.13892,0.80024,-0.138332,-0.01888,-0.02096,0.03992,0.101532
2010/11/12,0.07692,0.1138,0.80932,-0.135508,0.01596,-0.02512,0.00908,0.002824
2010/11/15,0.05856,0.24052,0.70092,-0.303664,-0.01836,0.12672,-0.1084,-0.168156
2010/11/16,0.06816,0.17508,0.7568,-0.243904,0.0096,-0.06544,0.05588,0.05976
2010/11/17,0.06724,0.09996,0.8328,-0.105996,-0.00092,-0.07512,0.076,0.137908
2010/11/18,0.047,0.17856,0.7744,-0.314,-0.02024,0.0786,-0.0584,-0.208004
2010/11/19,0.05804,0.1582,0.78372,-0.15546,0.01104,-0.02036,0.00932,0.15854
2010/11/22,0.08064,0.21836,0.70104,-0.227384,0.0226,0.06016,-0.08268,-0.071924
2010/11/23,0.04132,0.138,0.82064,-0.159864,-0.03932,-0.08036,0.1196,0.06752
2010/11/24,0.06276,0.1462,0.79112,-0.103648,0.02144,0.0082,-0.02952,0.056216
2010/11/26,0.10392,0.132,0.76412,-0.147724,0.04116,-0.0142,-0.027,-0.044076
2010/11/29,0.0394,0.26508,0.69552,-0.47728,-0.06452,0.13308,-0.0686,-0.329556
2010/11/30,0.04808,0.18572,0.76628,-0.331144,0.00868,-0.07936,0.07076,0.146136
2010/12/1,0.05992,0.17276,0.76728,-0.217072,0.01184,-0.01296,0.001,0.114072
2010/12/2,0.07764,0.1734,0.74896,-0.215,0.01772,0.00064,-0.01832,0.002072
2010/12/3,0.07492,0.1204,0.80472,-0.212996,-0.00272,-0.053,0.05576,0.002004
2010/12/6,0.05368,0.13872,0.80764,-0.180864,-0.02124,0.01832,0.00292,0.032132
2010/12/7,0.07192,0.15952,0.76856,-0.246528,0.01824,0.0208,-0.03908,-0.065664
2010/12/8,0.08804,0.13764,0.7744,-0.125088,0.01612,-0.02188,0.00584,0.12144
2010/12/9,0.06156,0.1182,0.82036,-0.103044,-0.02648,-0.01944,0.04596,0.022044
2010/12/10,0.04984,0.17564,0.77448,-0.233128,-0.01172,0.05744,-0.04588,-0.130084
2010/12/13,0.0566,0.14888,0.7946,-0.094356,0.00676,-0.02676,0.02012,0.138772
2010/12/14,0.10212,0.15732,0.7406,-0.141404,0.04552,0.00844,-0.054,-0.047048
2010/12/15,0.05464,0.18872,0.75668,-0.263856,-0.04748,0.0314,0.01608,-0.122452
2010/12/16,0.08928,0.19736,0.71328,-0.278556,0.03464,0.00864,-0.0434,-0.0147
2010/12/17,0.05272,0.19912,0.7482,-0.332608,-0.03656,0.00176,0.03492,-0.054052
2010/12/20,0.05936,0.15428,0.78628,-0.183376,0.00664,-0.04484,0.03808,0.149232
2010/12/21,0.06048,0.18268,0.7568,-0.29596,0.00112,0.0284,-0.02948,-0.112584
2010/12/22,0.03424,0.12372,0.84208,-0.231212,-0.02624,-0.05896,0.08528,0.064748
2010/12/23,0.07616,0.1912,0.73248,-0.29206,0.04192,0.06748,-0.1096,-0.060848
2010/12/27,0.07912,0.1502,0.77068,-0.137104,0.00296,-0.041,0.0382,0.154956
2010/12/28,0.05876,0.20204,0.73928,-0.29874,-0.02036,0.05184,-0.0314,-0.161636
2010/12/29,0.05984,0.19232,0.74784,-0.2488,0.00108,-0.00972,0.00856,0.04994
2010/12/30,0.06852,0.12636,0.80516,-0.10182,0.00868,-0.06596,0.05732,0.14698
2010/12/31,0.07908,0.16388,0.757,-0.22646,0.01056,0.03752,-0.04816,-0.12464
2011/1/3,0.04332,0.09992,0.85684,-0.155496,-0.03576,-0.06396,0.09984,0.070964
2011/1/4,0.0442,0.09924,0.85656,-0.204116,0.00088,-0.00068,-0.00028,-0.04862
2011/1/5,0.05816,0.15068,0.7912,-0.265552,0.01396,0.05144,-0.06536,-0.061436
2011/1/6,0.04728,0.24556,0.70716,-0.415024,-0.01088,0.09488,-0.08404,-0.149472
2011/1/7,0.05748,0.15692,0.78552,-0.255408,0.0102,-0.08864,0.07836,0.159616
2011/1/10,0.06824,0.15952,0.77232,-0.188656,0.01076,0.0026,-0.0132,0.066752
2011/1/11,0.09616,0.17332,0.73056,-0.152564,0.02792,0.0138,-0.04176,0.036092
2011/1/12,0.03872,0.189,0.77224,-0.359616,-0.05744,0.01568,0.04168,-0.207052
2011/1/13,0.11552,0.17128,0.71316,-0.106748,0.0768,-0.01772,-0.05908,0.252868
2011/1/14,0.05608,0.11724,0.82668,-0.05118,-0.05944,-0.05404,0.11352,0.055568
2011/1/18,0.05384,0.11104,0.83508,-0.11892,-0.00224,-0.0062,0.0084,-0.06774
2011/1/19,0.05472,0.1532,0.79208,-0.193776,0.00088,0.04216,-0.043,-0.074856
2011/1/20,0.10588,0.15792,0.73628,-0.169744,0.05116,0.00472,-0.0558,0.024032
2011/1/21,0.06208,0.165,0.77284,-0.306712,-0.0438,0.00708,0.03656,-0.136968
2011/1/24,0.05704,0.11764,0.82536,-0.111224,-0.00504,-0.04736,0.05252,0.195488
2011/1/25,0.06696,0.20672,0.72628,-0.299192,0.00992,0.08908,-0.09908,-0.187968
2011/1/26,0.0616,0.18588,0.75244,-0.251876,-0.00536,-0.02084,0.02616,0.047316
2011/1/27,0.0394,0.13068,0.82996,-0.218132,-0.0222,-0.0552,0.07752,0.033744
2011/1/28,0.03708,0.09012,0.87284,-0.133732,-0.00232,-0.04056,0.04288,0.0844
2011/1/31,0.06116,0.16224,0.77652,-0.139184,0.02408,0.07212,-0.09632,-0.005452
2011/2/1,0.093,0.07488,0.83212,0.027384,0.03184,-0.08736,0.0556,0.166568
2011/2/2,0.12368,0.12088,0.75548,-0.028628,0.03068,0.046,-0.07664,-0.056012
2011/2/3,0.07028,0.26644,0.66328,-0.313936,-0.0534,0.14556,-0.0922,-0.285308
2011/2/4,0.08312,0.13484,0.78204,-0.095176,0.01284,-0.1316,0.11876,0.21876
2011/2/7,0.07404,0.13712,0.78884,-0.14308,-0.00908,0.00228,0.0068,-0.047904
2011/2/8,0.0106,0.10332,0.886,-0.215012,-0.06344,-0.0338,0.09716,-0.071932
2011/2/9,0.02988,0.1934,0.77668,-0.299224,0.01928,0.09008,-0.10932,-0.084212
2011/2/10,0.0576,0.15524,0.78712,-0.198392,0.02772,-0.03816,0.01044,0.100832
2011/2/11,0.10216,0.1188,0.77916,-0.10582,0.04456,-0.03644,-0.00796,0.092572
2011/2/14,0.07468,0.17436,0.751,-0.135368,-0.02748,0.05556,-0.02816,-0.029548
2011/2/15,0.038,0.21708,0.74492,-0.3685,-0.03668,0.04272,-0.00608,-0.233132
2011/2/16,0.04512,0.24424,0.7106,-0.34894,0.00712,0.02716,-0.03432,0.01956
2011/2/17,0.05916,0.24676,0.69412,-0.328856,0.01404,0.00252,-0.01648,0.020084
2011/2/18,0.06488,0.2232,0.71192,-0.344368,0.00572,-0.02356,0.0178,-0.015512
2011/2/22,0.0778,0.13224,0.78996,-0.045016,0.01292,-0.09096,0.07804,0.299352
2011/2/23,0.05096,0.14976,0.79924,-0.19974,-0.02684,0.01752,0.00928,-0.154724
2011/2/24,0.0482,0.18404,0.7678,-0.211504,-0.00276,0.03428,-0.03144,-0.011764
2011/2/25,0.04348,0.19984,0.7568,-0.269936,-0.00472,0.0158,-0.011,-0.058432
2011/2/28,0.077,0.17332,0.74972,-0.177592,0.03352,-0.02652,-0.00708,0.092344
2011/3/1,0.05976,0.10924,0.83104,-0.120004,-0.01724,-0.06408,0.08132,0.057588
2011/3/2,0.07428,0.20332,0.7224,-0.315364,0.01452,0.09408,-0.10864,-0.19536
2011/3/3,0.0514,0.19972,0.7488,-0.278272,-0.02288,-0.0036,0.0264,0.037092
2011/3/4,0.0628,0.20724,0.72996,-0.295916,0.0114,0.00752,-0.01884,-0.017644
2011/3/7,0.07528,0.11556,0.80916,-0.051144,0.01248,-0.09168,0.0792,0.244772
2011/3/8,0.08256,0.1934,0.72412,-0.199496,0.00728,0.07784,-0.08504,-0.148352
2011/3/9,0.04368,0.1772,0.77916,-0.301732,-0.03888,-0.0162,0.05504,-0.102236
2011/3/10,0.04104,0.23172,0.72724,-0.280612,-0.00264,0.05452,-0.05192,0.02112
2011/3/11,0.098,0.08748,0.81448,0.051928,0.05696,-0.14424,0.08724,0.33254
2011/3/14,0.0604,0.1412,0.79848,-0.107984,-0.0376,0.05372,-0.016,-0.159912
2011/3/15,0.07752,0.17844,0.74408,-0.206324,0.01712,0.03724,-0.0544,-0.09834
2011/3/16,0.09048,0.15752,0.75204,-0.23462,0.01296,-0.02092,0.00796,-0.028296
2011/3/17,0.0872,0.1846,0.7282,-0.200124,-0.00328,0.02708,-0.02384,0.034496
2011/3/18,0.0806,0.10932,0.81,-0.081648,-0.0066,-0.07528,0.0818,0.118476
2011/3/21,0.04352,0.1888,0.76764,-0.279496,-0.03708,0.07948,-0.04236,-0.197848
2011/3/22,0.11656,0.1412,0.74224,-0.044864,0.07304,-0.0476,-0.0254,0.234632
2011/3/23,0.0438,0.21416,0.7422,-0.3237,-0.07276,0.07296,-4.00E-05,-0.278836
2011/3/24,0.02396,0.20044,0.7756,-0.365708,-0.01984,-0.01372,0.0334,-0.042008
2011/3/25,0.06964,0.1148,0.81556,-0.136564,0.04568,-0.08564,0.03996,0.229144
2011/3/28,0.04008,0.23648,0.72344,-0.426876,-0.02956,0.12168,-0.09212,-0.290312
2011/3/29,0.07296,0.19108,0.736,-0.198948,0.03288,-0.0454,0.01256,0.227928
2011/3/30,0.025,0.12124,0.8538,-0.120976,-0.04796,-0.06984,0.1178,0.077972
2011/3/31,0.06332,0.18208,0.75456,-0.195248,0.03832,0.06084,-0.09924,-0.074272
2011/4/1,0.05836,0.15192,0.78972,-0.246832,-0.00496,-0.03016,0.03516,-0.051584
2011/4/4,0.0512,0.18088,0.76788,-0.285156,-0.00716,0.02896,-0.02184,-0.038324
2011/4/5,0.03708,0.23656,0.7264,-0.363468,-0.01412,0.05568,-0.04148,-0.078312
2011/4/6,0.07848,0.13116,0.79036,-0.182188,0.0414,-0.1054,0.06396,0.18128
2011/4/7,0.05328,0.21088,0.73588,-0.307128,-0.0252,0.07972,-0.05448,-0.12494
2011/4/8,0.07448,0.17376,0.7518,-0.19694,0.0212,-0.03712,0.01592,0.110188
2011/4/11,0.0616,0.18336,0.75504,-0.173076,-0.01288,0.0096,0.00324,0.023864
2011/4/12,0.09496,0.24876,0.65628,-0.346112,0.03336,0.0654,-0.09876,-0.173036
2011/4/13,0.02992,0.17928,0.7908,-0.257044,-0.06504,-0.06948,0.13452,0.089068
2011/4/14,0.06656,0.18952,0.74392,-0.246144,0.03664,0.01024,-0.04688,0.0109
2011/4/15,0.05508,0.1972,0.74776,-0.2777,-0.01148,0.00768,0.00384,-0.031556
2011/4/18,0.06476,0.17036,0.76484,-0.150944,0.00968,-0.02684,0.01708,0.126756
2011/4/19,0.08616,0.17844,0.7354,-0.19408,0.0214,0.00808,-0.02944,-0.043136
2011/4/20,0.08704,0.2168,0.69608,-0.23736,0.00088,0.03836,-0.03932,-0.04328
2011/4/21,0.0474,0.15008,0.80252,-0.193416,-0.03964,-0.06672,0.10644,0.043944
2011/4/25,0.0856,0.16904,0.74544,-0.189104,0.0382,0.01896,-0.05708,0.004312
2011/4/26,0.07532,0.19148,0.73332,-0.307672,-0.01028,0.02244,-0.01212,-0.118568
2011/4/27,0.047,0.12572,0.82724,-0.150268,-0.02832,-0.06576,0.09392,0.157404
2011/4/28,0.08216,0.1688,0.74904,-0.06626,0.03516,0.04308,-0.0782,0.084008
2011/4/29,0.0472,0.1544,0.7984,-0.277152,-0.03496,-0.0144,0.04936,-0.210892
2011/5/2,0.056,0.19732,0.74668,-0.296148,0.0088,0.04292,-0.05172,-0.018996
2011/5/3,0.0716,0.19548,0.73296,-0.224312,0.0156,-0.00184,-0.01372,0.071836
2011/5/4,0.03784,0.20412,0.75796,-0.3232,-0.03376,0.00864,0.025,-0.098888
2011/5/5,0.03036,0.19672,0.77296,-0.28044,-0.00748,-0.0074,0.015,0.04276
2011/5/6,0.07876,0.18988,0.73148,-0.237268,0.0484,-0.00684,-0.04148,0.043172
2011/5/9,0.07376,0.15388,0.77228,-0.18762,-0.005,-0.036,0.0408,0.049648
2011/5/10,0.04592,0.26292,0.69116,-0.448408,-0.02784,0.10904,-0.08112,-0.260788
2011/5/11,0.04744,0.13068,0.82188,-0.12956,0.00152,-0.13224,0.13072,0.318848
2011/5/12,0.03212,0.2456,0.72228,-0.410268,-0.01532,0.11492,-0.0996,-0.280708
2011/5/13,0.05856,0.16236,0.77904,-0.271224,0.02644,-0.08324,0.05676,0.139044
2011/5/16,0.03972,0.1344,0.82596,-0.263484,-0.01884,-0.02796,0.04692,0.00774
2011/5/17,0.03352,0.1496,0.81692,-0.275724,-0.0062,0.0152,-0.00904,-0.01224
2011/5/18,0.07936,0.1594,0.7612,-0.14616,0.04584,0.0098,-0.05572,0.129564
2011/5/19,0.04844,0.11284,0.83876,-0.058076,-0.03092,-0.04656,0.07756,0.088084
2011/5/20,0.06284,0.19732,0.73984,-0.16446,0.0144,0.08448,-0.09892,-0.106384
2011/5/23,0.08584,0.23744,0.67668,-0.312152,0.023,0.04012,-0.06316,-0.147692
2011/5/24,0.05652,0.22624,0.71716,-0.361,-0.02932,-0.0112,0.04048,-0.048848
2011/5/25,0.0836,0.1514,0.765,-0.249572,0.02708,-0.07484,0.04784,0.111428
2011/5/26,0.06016,0.14684,0.79292,-0.17492,-0.02344,-0.00456,0.02792,0.074652
2011/5/27,0.0668,0.18552,0.74768,-0.23226,0.00664,0.03868,-0.04524,-0.05734
2011/5/31,0.036,0.21456,0.74944,-0.301704,-0.0308,0.02904,0.00176,-0.069444
2011/6/1,0.04908,0.20184,0.74908,-0.429868,0.01308,-0.01272,-0.00036,-0.128164
2011/6/2,0.06712,0.21828,0.71464,-0.3585,0.01804,0.01644,-0.03444,0.071368
2011/6/3,0.03328,0.22712,0.73952,-0.401224,-0.03384,0.00884,0.02488,-0.042724
2011/6/6,0.0474,0.18428,0.76828,-0.277256,0.01412,-0.04284,0.02876,0.123968
2011/6/7,0.0488,0.1784,0.77284,-0.275648,0.0014,-0.00588,0.00456,0.001608
2011/6/8,0.07016,0.14632,0.7836,-0.157568,0.02136,-0.03208,0.01076,0.11808
2011/6/9,0.06284,0.15084,0.78628,-0.128064,-0.00732,0.00452,0.00268,0.029504
2011/6/10,0.08048,0.14264,0.77684,-0.098308,0.01764,-0.0082,-0.00944,0.029756
2011/6/13,0.057,0.14212,0.80092,-0.133732,-0.02348,-0.00052,0.02408,-0.035424
2011/6/14,0.06456,0.23148,0.70396,-0.317172,0.00756,0.08936,-0.09696,-0.18344
2011/6/15,0.07136,0.1646,0.764,-0.235592,0.0068,-0.06688,0.06004,0.08158
2011/6/16,0.06276,0.13644,0.80084,-0.114072,-0.0086,-0.02816,0.03684,0.12152
2011/6/17,0.0192,0.23308,0.74772,-0.3796,-0.04356,0.09664,-0.05312,-0.265528
2011/6/20,0.0604,0.21252,0.72716,-0.346132,0.0412,-0.02056,-0.02056,0.033468
2011/6/21,0.09932,0.16024,0.7404,-0.176584,0.03892,-0.05228,0.01324,0.169548
2011/6/22,0.07856,0.20788,0.71356,-0.23464,-0.02076,0.04764,-0.02684,-0.058056
2011/6/23,0.08604,0.1558,0.7582,-0.226104,0.00748,-0.05208,0.04464,0.008536
2011/6/24,0.08216,0.18128,0.73668,-0.181532,-0.00388,0.02548,-0.02152,0.044572
2011/6/27,0.05824,0.1206,0.82116,-0.093224,-0.02392,-0.06068,0.08448,0.088308
2011/6/28,0.075,0.16876,0.75624,-0.181504,0.01676,0.04816,-0.06492,-0.08828
2011/6/29,0.07588,0.1626,0.7616,-0.220864,0.00088,-0.00616,0.00536,-0.03936
2011/6/30,0.02968,0.17328,0.79708,-0.29156,-0.0462,0.01068,0.03548,-0.070696
2011/7/1,0.10428,0.17648,0.7192,-0.119632,0.0746,0.0032,-0.07788,0.171928
2011/7/5,0.06684,0.18168,0.75148,-0.313104,-0.03744,0.0052,0.03228,-0.193472
2011/7/6,0.058,0.129,0.813,-0.170884,-0.00884,-0.05268,0.06152,0.14222
2011/7/7,0.08612,0.11592,0.79796,-0.236576,0.02812,-0.01308,-0.01504,-0.065692
2011/7/8,0.0722,0.22644,0.7014,-0.298428,-0.01392,0.11052,-0.09656,-0.061852
2011/7/11,0.05104,0.14672,0.80216,-0.24952,-0.02116,-0.07972,0.10076,0.048908
2011/7/12,0.05944,0.18616,0.7544,-0.316424,0.0084,0.03944,-0.04776,-0.066904
2011/7/13,0.07392,0.17416,0.75196,-0.16818,0.01448,-0.012,-0.00244,0.148244
2011/7/14,0.064,0.12684,0.80912,-0.099424,-0.00992,-0.04732,0.05716,0.068756
2011/7/15,0.03,0.15052,0.81948,-0.24356,-0.034,0.02368,0.01036,-0.144136
2011/7/18,0.03644,0.13712,0.82644,-0.234044,0.00644,-0.0134,0.00696,0.009516
2011/7/19,0.03408,0.13924,0.82672,-0.221056,-0.00236,0.00212,0.00028,0.012988
2011/7/20,0.05948,0.13548,0.80508,-0.169112,0.0254,-0.00376,-0.02164,0.051944
2011/7/21,0.039,0.20416,0.7568,-0.337152,-0.02048,0.06868,-0.04828,-0.16804
2011/7/22,0.04,0.15564,0.80432,-0.22146,0.001,-0.04852,0.04752,0.115692
2011/7/25,0.03824,0.20712,0.75472,-0.358052,-0.00176,0.05148,-0.0496,-0.136592
2011/7/26,0.08492,0.19224,0.72276,-0.315724,0.04668,-0.01488,-0.03196,0.042328
2011/7/27,0.07712,0.21488,0.70796,-0.310628,-0.0078,0.02264,-0.0148,0.005096
2011/7/28,0.03264,0.20012,0.76724,-0.33302,-0.04448,-0.01476,0.05928,-0.022392
2011/7/29,0.08944,0.15452,0.75608,-0.115756,0.0568,-0.0456,-0.01116,0.217264
2011/8/1,0.0382,0.26524,0.6966,-0.468692,-0.05124,0.11072,-0.05948,-0.352936
2011/8/2,0.03784,0.14716,0.81496,-0.225576,-0.00036,-0.11808,0.11836,0.243116
2011/8/3,0.09384,0.17124,0.73488,-0.172232,0.056,0.02408,-0.08008,0.053344
2011/8/4,0.04836,0.17884,0.77276,-0.307696,-0.04548,0.0076,0.03788,-0.135464
2011/8/5,0.04764,0.17356,0.7788,-0.249816,-0.00072,-0.00528,0.00604,0.05788
2011/8/8,0.09056,0.213,0.69644,-0.283652,0.04292,0.03944,-0.08236,-0.033836
2011/8/9,0.03516,0.25116,0.71364,-0.497552,-0.0554,0.03816,0.0172,-0.2139
2011/8/10,0.04124,0.2044,0.7544,-0.353716,0.00608,-0.04676,0.04076,0.143836
2011/8/11,0.06564,0.19124,0.74312,-0.304856,0.0244,-0.01316,-0.01128,0.04886
2011/8/12,0.05668,0.22352,0.7198,-0.266644,-0.00896,0.03228,-0.02332,0.038212
2011/8/15,0.06872,0.14396,0.78732,-0.139332,0.01204,-0.07956,0.06752,0.127312
2011/8/16,0.03088,0.21492,0.75424,-0.368796,-0.03784,0.07096,-0.03308,-0.229464
2011/8/17,0.07908,0.18932,0.73164,-0.342412,0.0482,-0.0256,-0.0226,0.026384
2011/8/18,0.0642,0.14944,0.78632,-0.129704,-0.01488,-0.03988,0.05468,0.212708
2011/8/19,0.04592,0.203,0.751,-0.295052,-0.01828,0.05356,-0.03532,-0.165348
2011/8/22,0.03756,0.14888,0.81356,-0.191752,-0.00836,-0.05412,0.06256,0.1033
2011/8/23,0.0644,0.11948,0.81604,-0.096768,0.02684,-0.0294,0.00248,0.094984
2011/8/24,0.06772,0.13832,0.79388,-0.178296,0.00332,0.01884,-0.02216,-0.081528
2011/8/25,0.0686,0.17564,0.75572,-0.208496,0.00088,0.03732,-0.03816,-0.0302
2011/8/26,0.03644,0.22584,0.73776,-0.406912,-0.03216,0.0502,-0.01796,-0.198416
2011/8/29,0.04648,0.19576,0.75776,-0.256876,0.01004,-0.03008,0.02,0.150036
2011/8/30,0.06744,0.19472,0.7378,-0.284008,0.02096,-0.00104,-0.01996,-0.027132
2011/8/31,0.05112,0.1958,0.75316,-0.336272,-0.01632,0.00108,0.01536,-0.052264
2011/9/1,0.06748,0.12788,0.8046,-0.069412,0.01636,-0.06792,0.05144,0.26686
2011/9/2,0.09812,0.1766,0.72524,-0.136448,0.03064,0.04872,-0.07936,-0.067036
2011/9/6,0.04064,0.12464,0.83472,-0.1823,-0.05748,-0.05196,0.10948,-0.045852
2011/9/7,0.0422,0.15356,0.80428,-0.208092,0.00156,0.02892,-0.03044,-0.025792
2011/9/8,0.06524,0.19164,0.74316,-0.349172,0.02304,0.03808,-0.06112,-0.14108
2011/9/9,0.03568,0.16672,0.7976,-0.353108,-0.02956,-0.02492,0.05444,-0.003936
2011/9/12,0.05532,0.18316,0.76144,-0.274156,0.01964,0.01644,-0.03616,0.078952
2011/9/13,0.08844,0.15848,0.75304,-0.202908,0.03312,-0.02468,-0.0084,0.071248
2011/9/14,0.05264,0.20032,0.74708,-0.346648,-0.0358,0.04184,-0.00596,-0.14374
2011/9/15,0.06656,0.13676,0.79668,-0.196712,0.01392,-0.06356,0.0496,0.149936
2011/9/16,0.08736,0.15568,0.75692,-0.122036,0.0208,0.01892,-0.03976,0.074676
2011/9/19,0.08732,0.15972,0.75296,-0.069696,-4.00E-05,0.00404,-0.00396,0.05234
2011/9/20,0.10008,0.12088,0.77912,-0.016552,0.01276,-0.03884,0.02616,0.053144
2011/9/21,0.03756,0.2018,0.76056,-0.381344,-0.06252,0.08092,-0.01856,-0.364792
2011/9/22,0.0834,0.15244,0.76412,-0.230636,0.04584,-0.04936,0.00356,0.150708
2011/9/23,0.05632,0.16996,0.77372,-0.223204,-0.02708,0.01752,0.0096,0.007432
2011/9/26,0.07352,0.09108,0.83548,-0.08998,0.0172,-0.07888,0.06176,0.133224
2011/9/27,0.07004,0.17308,0.75688,-0.304856,-0.00348,0.082,-0.0786,-0.214876
2011/9/28,0.05064,0.21572,0.73372,-0.303336,-0.0194,0.04264,-0.02316,0.00152
2011/9/29,0.08012,0.12496,0.79484,-0.049668,0.02948,-0.09076,0.06112,0.253668
2011/9/30,0.08072,0.13692,0.78224,-0.159188,0.0006,0.01196,-0.0126,-0.10952
2011/10/3,0.05284,0.18264,0.76452,-0.205068,-0.02788,0.04572,-0.01772,-0.04588
2011/10/4,0.08008,0.22436,0.6956,-0.243916,0.02724,0.04172,-0.06892,-0.038848
2011/10/5,0.07592,0.11348,0.81064,-0.129668,-0.00416,-0.11088,0.11504,0.114248
2011/10/6,0.0732,0.17116,0.75564,-0.256492,-0.00272,0.05768,-0.055,-0.126824
2011/10/7,0.07228,0.16892,0.75872,-0.28618,-0.00092,-0.00224,0.00308,-0.029688
2011/10/10,0.03732,0.2532,0.70952,-0.474276,-0.03496,0.08428,-0.0492,-0.188096
2011/10/11,0.04444,0.16776,0.7878,-0.149556,0.00712,-0.08544,0.07828,0.32472
2011/10/12,0.0702,0.17516,0.7546,-0.249704,0.02576,0.0074,-0.0332,-0.100148
2011/10/13,0.03596,0.18796,0.77604,-0.377204,-0.03424,0.0128,0.02144,-0.1275
2011/10/14,0.07116,0.20128,0.72752,-0.332572,0.0352,0.01332,-0.04852,0.044632
2011/10/17,0.04884,0.18988,0.76128,-0.286244,-0.02232,-0.0114,0.03376,0.046328
2011/10/18,0.05952,0.14704,0.79348,-0.277864,0.01068,-0.04284,0.0322,0.00838
2011/10/19,0.07032,0.1608,0.76888,-0.158776,0.0108,0.01376,-0.0246,0.119088
2011/10/20,0.0708,0.13316,0.79608,-0.062348,0.00048,-0.02764,0.0272,0.096428
2011/10/21,0.08912,0.18084,0.72992,-0.20076,0.01832,0.04768,-0.06616,-0.138412
2011/10/24,0.04704,0.17668,0.77636,-0.226444,-0.04208,-0.00416,0.04644,-0.025684
2011/10/25,0.06632,0.18332,0.75032,-0.154732,0.01928,0.00664,-0.02604,0.071712
2011/10/26,0.0988,0.11056,0.79072,-0.133232,0.03248,-0.07276,0.0404,0.0215
2011/10/27,0.07924,0.2104,0.71036,-0.209308,-0.01956,0.09984,-0.08036,-0.076076
2011/10/28,0.05212,0.17404,0.7738,-0.25126,-0.02712,-0.03636,0.06344,-0.041952
2011/10/31,0.091,0.12932,0.77964,-0.048888,0.03888,-0.04472,0.00584,0.202372
2011/11/1,0.09224,0.14036,0.76744,-0.117104,0.00124,0.01104,-0.0122,-0.068216
2011/11/2,0.06972,0.18536,0.74492,-0.190728,-0.02252,0.045,-0.02252,-0.073624
2011/11/3,0.0726,0.17292,0.75444,-0.198124,0.00288,-0.01244,0.00952,-0.007396
2011/11/4,0.0728,0.16856,0.7586,-0.18196,0.0002,-0.00436,0.00416,0.016164
2011/11/7,0.06732,0.21032,0.72232,-0.333356,-0.00548,0.04176,-0.03628,-0.151396
2011/11/8,0.06208,0.23732,0.70068,-0.385104,-0.00524,0.027,-0.02164,-0.051748
2011/11/9,0.08416,0.16528,0.75048,-0.259252,0.02208,-0.07204,0.0498,0.125852
2011/11/10,0.05028,0.13376,0.816,-0.234288,-0.03388,-0.03152,0.06552,0.024964
2011/11/11,0.0622,0.21008,0.72768,-0.311864,0.01192,0.07632,-0.08832,-0.077576
2011/11/14,0.06716,0.1668,0.76604,-0.24042,0.00496,-0.04328,0.03836,0.071444
2011/11/15,0.0646,0.10924,0.82612,-0.189436,-0.00256,-0.05756,0.06008,0.050984
2011/11/16,0.07456,0.12396,0.80144,-0.113436,0.00996,0.01472,-0.02468,0.076
2011/11/17,0.05724,0.15156,0.7912,-0.325416,-0.01732,0.0276,-0.01024,-0.21198
2011/11/18,0.07372,0.13828,0.788,-0.077676,0.01648,-0.01328,-0.0032,0.24774
2011/11/21,0.04048,0.17036,0.78912,-0.359872,-0.03324,0.03208,0.00112,-0.282196
2011/11/22,0.0736,0.1714,0.75492,-0.20746,0.03312,0.00104,-0.0342,0.152412
2011/11/23,0.04036,0.20044,0.75924,-0.390824,-0.03324,0.02904,0.00432,-0.183364
2011/11/25,0.06304,0.19348,0.74348,-0.21468,0.02268,-0.00696,-0.01576,0.176144
2011/11/28,0.09344,0.18168,0.72484,-0.13674,0.0304,-0.0118,-0.01864,0.07794
2011/11/29,0.05852,0.15388,0.78756,-0.18506,-0.03492,-0.0278,0.06272,-0.04832
2011/11/30,0.05084,0.13492,0.81428,-0.17754,-0.00768,-0.01896,0.02672,0.00752
2011/12/1,0.0772,0.20044,0.72236,-0.297916,0.02636,0.06552,-0.09192,-0.120376
2011/12/2,0.10816,0.18492,0.70684,-0.209552,0.03096,-0.01552,-0.01552,0.088364
